"Question","Average IDF","Entropy","Polarity","Subjectivity"
"\ncosmology is a branch off of astronomy cosmology is the study of\xc2\xa0large scale properties of the universe as a whole astronomy is the study of celestial objects such as stars planets galaxies etc\xc2\xa0","-4.878146111050177","0.0273088852547944","0.13809523809523808","0.44285714285714284"
"\nthe power or sympathy is a sentimental novel dealing with domestic life\n\ni hope it helps\n\n","-3.4673371841667002","0.0453153497958112","-0.125","0.55"
"\nhi \n\n\nanswer c\n\nto write a reflective essay on this book or any other book\n\xc2\xa0i would first make a list of main points\n\nhope i helped :)\n","-2.7231638389122583","0.15551972215324","0.19791666666666666","0.5104166666666666"
"\n1) location\n2) place\n3) human environmental interaction (hei)\n4) movement\n5) region\nthats the 5 themes i dont know the other question sorry\n-abi\n","-1.8691101514818165","0.40861057312335436","-0.25","0.4916666666666667"
"oronary\nheart disease is caused by a buildup of plaque in the arteries that\nsupply blood to the heart when the flow of blood to the heart is\nrestricted or blocked the heart can be damaged due to a lack of oxygen\nfurther if a large piece of plaque buildup gets dislodged from an\nartery wall it can get stuck in other arteries throughout the body\nincluding arteries in the brain for simplicity lets assume that the\nartery is cylindrical with a radius of r the flow rate of a viscous\nfluid is given by poiseuilles law \n""","-3.525694080073001","0.20808785090506793","-0.007142857142857145","0.35571428571428576"
"\nwhat is pictured in the image is an early telescope so since a telescope is used to look at things far away in the sky such as stars or planets it would have been used to further astronomy\n","-3.9488022569314425","0.05982360387165769","0.05","0.575"
"astronomy\xc2\xa0 because it\xc2\xa0 was used to look at star easy","-4.382026634673881","0.014193471905642647","0.43333333333333335","0.8333333333333334"
"\ncinstead of being the warm center of the world the middle west now seemed like the rugged edge of the universe- so i decided to go east and learn the bond business\n","-4.843128823087442","0.025873220412816863","0.16666666666666666","0.2333333333333333"
"\nno slavery wasnt a choice \n\nmany slaves were beaten if they rebelled or tried to get their own rights children were born into slavery meaning that thats all the knew most owners didnt teach their slaves to read or write so slaves couldnt easily survive on their own because they werent educated enough to get a job\n\nthe civil war showed how slaves didnt have a choice or rights even though they desperately wanted them and even after the war their was segregation slaves didnt have a choice or a voice\n""","-3.4817118987334505","0.23299970054202715","0.29047619047619044","0.761904761904762"
"\nno all you need to solve a rubiks cube is patience common sense and courage that you know you can do it anyone can do it\n","-4.409055307061801","0.028290851036772917","-0.375","0.5"
"\nit came out in 1984\n","-4.31748811353631","0.007623891078609353","0.0","0.0"
"march 9 1984\xc2\xa0 \xc2\xa0 \xc2\xa0 \xc2\xa0 \xc2\xa0 \xc2\xa0hope i helped can i get brainliest please\n\n","-1.6919141342583388","0.24687991789836095","0.0","0.0"
"\njackie robinson because of freedom freed white in black people\n","-5.216079268311065","0.007996024049198807","-0.08333333333333333","0.21666666666666667"
"\nno new taxes\n\npresident bush snr had pledged that he would not pursue additional tax but found himself in the middle of a recession orchestrated by the economic policies of his predecessor largely though this pledge cost him the 1992 re-election bid\n","-4.506079283343861","0.04642344893704064","0.08652597402597403","0.2707792207792208"
"\n1-\xc2\xa0 a) parasytes\n2- false\n3- germs\n4- pus\n5- true\n6- c) vitamin d\n7- d) scurvy\n8- true\n9- a) cirrhosis\n10-\xc2\xa0 \n11-\xc2\xa0 \n12-\xc2\xa0 three ways that your body resistes infections are because of your mucous membranes your skin and your immune system\n13- d) skin\n","-2.422495389666603","0.30377952233688715","0.09999999999999996","0.6333333333333333"
"\n1- a) parasytes\n2- false\n3- germs\n4- pus\n5- true\n6- c) vitamin d\n7- d) scurvy\n8- true\n9- a) cirrhosis\n10anemia\n11bones\n12 presence of wbc skin immune system\n13skin\n","-2.298782807044307","0.23863853911160401","0.09999999999999996","0.6333333333333333"
"\nthere are six of them\xc2\xa0\n","-5.608472294851876","0.002521671574063974","0.0","0.0"
"i think the right answer is a it determines male and female social hierarchy sexual dimorphism is the study of differences in each sex of the same species these differences generally determine the hierarchical pattern adopted between the male and female members of the species males are usually the largest in many species such as primates and tend to have a higher social status\n\ni hope this answer can help you\n","-3.575550768806933","0.16431953837780064","0.10017006802721089","0.31505102040816324"
"\nmales will have chest pain difficulty breathing numbness or tingling in the left arm/side\n\nwomen might have the same with pain in the back/lower back\n","-5.329569910052141","0.013239459080971454","0.0","0.041666666666666664"
"\n\xc2\xa0the correct option is b\xc2\xa0tourism and agriculture\n\nthe pacific islands refers to a group of islands in the pacific the biggest of these islands is papua guinea others include tahiti which belongs to a group of island administered by french some islands like fiji and solomon islands though are independent\nthe main economic activity in these islands is agriculture the islands enjoy a pleasant climate papua guinea for example is one of the largest producer of cocoa\xc2\xa0 tourism as an economic activity has also been on the rise as the islands have very beautiful beaches\n\n\n\n","-4.454199159078213","0.1158853242921737","0.3375","0.415625"
"\nthe latin american leader was manuel noriega\n\nmanuel norigea was the ruler of panama who was a politician/military leader between 1983 and 1989 he controlled panama with an iron fist thanks to his close ties to the cia\n\nhe was removed from power in operation just cause which was a full scale invasion of panama by us forces for the removal of manuel from power and his capture\n\n\nmanuel noriega eventually spent 17 years in us jails for his crimes","-4.472511266881179","0.08227344880036953","0.11250000000000002","0.2125"
"\ni havent sorry\n","-3.5177311979181067","0.014147093829531767","-0.5","1.0"
"\nyou can message me with some questions\n","-5.44141821018871","0.0029066135415274502","0.0","0.0"
"\nc is the right answer to this\n","-2.535147866224747","0.04287779370692015","0.3571428571428571","0.5357142857142857"
"\nb is most likely the answer\n\nhope this helped\n\n;d\n","-3.6369197151832253","0.027336588655953054","0.25","0.8333333333333334"
"\nit best impacted modern literature by bringing greek gods and mythological stories into a modern taste so that readers could have a better understanding of greek mythology\n","-4.594120349801506","0.03541255856674498","0.31666666666666665","0.2333333333333333"
"\ni dont remember romeo comparing his liver but his love for juliet to the sea he compared the two saying his love was never ending conquered by the ship captain juliet\n\nsorry if you did actually mean liver haha\n""","-2.982740115260338","0.17224945638523545","0.0775","0.6375"
"\nanswer//////////prosocial behaviors;///////////////\n","-3.805413270369888","0.014270756718190416","0.0","0.0"
"\nprosocial behaviors is correct\n\n","-6.214608098422191","0.001481325168166658","0.0","0.0"
"t1/2 = ln 2 /\xc2\xa0\xce\xbb = 0693 /\xc2\xa0\xce\xbb\nwhere t1/2 is the half life of the element and\xc2\xa0\xce\xbb is decay constant\n\n32 = 0693 /\xc2\xa0\xce\xbb\xc2\xa0\n\xce\xbb \xc2\xa0 = 0693 / 32 \xc2\xa0 \xc2\xa0 \xc2\xa0 \xc2\xa0 \xc2\xa0(1)\xc2\xa0\n\nnt = n\xce\xbf e\xce\x9b(-\xce\xbbt) \xc2\xa0 \xc2\xa0 \xc2\xa0 \xc2\xa0 \xc2\xa0(2)\n\nwhere nt is atoms at t time \xce\xbb is decay constant and t is the time taken\nt = 19 hours = 19 x 60 min\n\nfrom (1) and (2)\n\n\nnt = n\xce\xbf e\xe2\x81\xbb\xce\x9b(0693/32)*19*60\nnt = \xc2\xa00085n\xce\xbf\xc2\xa0\n\npercentage = (nt/n\xce\xbf) x 100%\n\xc2\xa0 \xc2\xa0 \xc2\xa0 \xc2\xa0 \xc2\xa0 \xc2\xa0 \xc2\xa0 \xc2\xa0 \xc2\xa0 \xc2\xa0= (0085n\xce\xbf/n\xce\xbf) x 100%\n\xc2\xa0 \xc2\xa0 \xc2\xa0 \xc2\xa0 \xc2\xa0 \xc2\xa0 \xc2\xa0 \xc2\xa0 \xc2\xa0 \xc2\xa0= 85%\n\nhence percentage of remaining atoms with the original sample is 85%\n\n","-1.6215022648749986","2.797151697938066","-0.21527777777777776","0.5972222222222222"
"\nanswer is b conduction\n\n~~~~~~~~~~~~~~~~~~~~~~~~~~~~~\n\nconduction is a heat it transferred to the heat by touching your hand\xc2\xa0\n\n\nhope it helped you\n\n-charlie\n\n","-3.5899395062590327","0.04048811262931589","0.5","0.5"
"\n1 physical\xc2\xa0activities that are easily available and can help both teens and adults to strengthen\xc2\xa0muscles and build bone structure include swimming and playing basketball\n2 physical activities\xc2\xa0to lose and maintain recommended healthy weight include aerobic dancing jumping rope and\xc2\xa0gardening\n","-5.152363453924957","0.03352345214587534","0.3","0.34761904761904766"
"\nanything that sounds like a name city month etc gets capitalized so for example the first sentence would be\n\nearly in april paula and harry jones left on their trip\n\nhope this helps\n","-3.9990343824177756","0.0652569081143793","0.11666666666666665","0.2111111111111111"
"\nthe hummingbirds nutritional needs daily are 10000 mg of sugar and 8000 mg of protein \n\nsince one nasturtium flower provides 10 mg of sugar and 10 mg of protein the hummingbird needs 1000 nasturtium flowers each day for its nutritional needs (10000/10 = 1000) \nsince one honeysuckle flower provides 20 mg of sugar and 10 mg of protein the hummingbird needs 500 honeysuckle flowers each day for its nutritional needs\xc2\xa0\nif the hummingbird feeds only on nasturtium flowers then the bird will need 5000 seconds to get exactly the food it needs this is calculated based on the information that it takes 5 seconds to feed on a nasturtium: 1000 flowers daily * 5 seconds = 5000 sec = 833 min\xc2\xa0\nif the hummingbird feeds only on honeysuckle flowers then the bird will need: 500 flowers * 20 seconds = 10000 sec = 1666 min \n""","-3.078117171556347","0.6868897750809203","0.007142857142857141","0.4928571428571429"
"\ntrue\n","-6.907755278982137","0.00026652750498699674","0.35","0.65"
"\nthat would be true the top 10 presidents are teddy roosevelt thomas jefferson harry s truman dwight d eisenhower bill clinton andrew jackson and woodrow wilson\xc2\xa0franklin d roosevelt george washington and abraham lincoln\n\nhave a nice day","-4.579574638799127","0.04928748797302988","0.5333333333333333","0.7166666666666667"
"\namount borrowed = $1000\ntotal amount paid = amount borrowed + finance charge = $1000+145 = $1145\n\napr = finance charge/amount borrowed = 145/1000 = 0145 = 145%\n","-2.5200993572273016","0.33908900318260354","0.0","0.75"
"\nthe relation between the religion and politics continue to be important despite the need for the separation of the church and state religion plays a role as it make claims on peoples allegiance and making these claims on all people rather than a specific community politics on the other hand also influences the belief of people as exercising their right to choose for political leaders\n""","-3.0739783505214255","0.24168026791907507","0.11214285714285714","0.42714285714285716"
"\nthis line of code tells the ""turtle"" to move forward 200 pixels and right 91\xc2\xb0 100 times\n","-3.1990731975720212","0.08092751806553547","0.2857142857142857","0.5357142857142857"
"\nthe answer is national state and local\n","-2.2672179491567546","0.06786711555489736","0.0","0.0"
"\npolygenic of or relating to an inheritable character that is controlled by several genes at once of a related to or determined by polygenes genetic science genetics- the branch of biology that studies heredity and variation in organisms\n","-5.151713892356161","0.023322002808207627","0.0","0.2"
"\nin an attempt to keep her plants from freezing she left the stove on to keep them warm\n","-4.870873351721097","0.013998929287059784","0.3","0.3"
"\nyou can look at this problem step by step\xc2\xa0\nfirst step: probability that the first pick is male = 10/20\xc2\xa0 \xc2\xa0(as 10 males out of 20 people)\n2nd step: probability that the second pick is male= 9/19 (as there are 9 males left out of 19 people)\xc2\xa0\n3rd step: p = 8/18\n4th step: p = 7/17\n\nas these all need to happen once you need to multiply the probabilities\xc2\xa0\n\nthe result is: 10/20 * 9/19 * 8/18 * 7/17\nyou can simplify this if you wish\xc2\xa0\n","-2.553945605286112","0.6163975636474788","0.18181818181818182","0.2606060606060606"
"\nwhat is the question\n","-4.55638002181866","0.004324377993371112","0.0","0.0"
"\nsince it is geometric sequence we know that a\xe2\x82\x84 = a\xe2\x82\x81\xc2\xa0r\xc2\xb3\xc2\xa0and a\xe2\x82\x86 = a\xe2\x82\x81 r\xe2\x81\xb5\n\nso we have a\xe2\x82\x86 / a\xe2\x82\x84 = a\xe2\x82\x81\xc2\xa0r\xe2\x81\xb5\xc2\xa0/ a\xe2\x82\x81\xc2\xa0r\xc2\xb3 = r\xc2\xb2\n\nalso a\xe2\x82\x86 / a\xe2\x82\x84 = 64 / 16 = 4\n\nso r would be either 2 or -2 lets go with 2 for now\n\nnow lets find a\xe2\x82\x81\n\na\xe2\x82\x84 / r = a\xe2\x82\x83 = 16 / 2 = 8\n\na\xe2\x82\x83 / r = a\xe2\x82\x82 = 8 / 2 = 4\n\na\xe2\x82\x82 / r = a\xe2\x82\x81 = 4 /2 = 2\n\nso s\xe2\x82\x84 = a\xe2\x82\x81 + a\xe2\x82\x82 + a\xe2\x82\x83 + a\xe2\x82\x84 = 2 + 4 + 8 + 16 =\xc2\xa030\n\nso final answer: s\xe2\x82\x84 = 30\n\nhope this helps\n""","-2.5654236967467536","1.0071895148992405","0.0","1.0"
"\nc or d leaning more towards d\xc2\xa0\n","-4.892852258439873","0.006069210552058282","0.5","0.5"
"\nkashmir is where the conflicts have most commonly occurred\n\n","-6.907755278982137","0.001066110019947987","0.1","0.5"
"\nthat is something that cant be explained you will have to go to a doctor or a medical person or physician for that \nor try avoid using a cold shower take a hot shower \n","-4.330733340286331","0.04606598711728096","-0.11666666666666665","0.6166666666666667"
"\na branch in physics in which it is completely theoretical from gaining knowledge and evidence\na famous theoretical equation that relates to physics is e=mc^2 proposed by albert einstein\n","-4.881156218676681","0.0258928997224858","0.16666666666666666","0.4000000000000001"
"\nthe correct answer is a response\xc2\xa0\n\naccording to the communication process theory a response refers to the impact or call to action that occurs as a result of a being subject to a message such as a television advertisement in this instance the ad about claritin had an impact on ann leading her to immediately go to to a pharmacy to purchase it\xc2\xa0\n","-3.704168146629027","0.10557018207168288","-0.022222222222222216","0.3111111111111111"
"\nmean is the same thing as average\nexample\nthe mean of 30 and 40 is 35 because (30+40)/2=70/2=35\n\nmean absolue deviation is when you take the mean of the set\nthen you find the diffference of each number of the set then take the mean of that\nex if yo uhave 12345 and the mean is 3 then ou find the absolute value of the difference of each\n|1-3|=2\n|2-3|=1\n|3-3|=0\n|4-3|=1\n|5-3|=2\nadd them and divide by 5\n(2+1+0+1+2)/5=6/5= mad=6/5\n\nbasically it tells how spread out the graph is or how close the points are to the mean\nso the smaller mean average deviation the closer the points are to the mean\nthe bigger it is the farther they are\n\nso if they had the points 12345 and mean is 3 and mad=6/5 6/5 is small so therefor the points are close to that number\nif i had the points 111255 and the mean was 3 and mad=11/5 11/5 is bigger than 6/5 and therefor the points are more spread out\n\n\ntherefor the math scores are closer togeher\nscience is farther apart\n\nif you mean that the highest grade in math was compared witht eh highest grade in science then science is higher since the plots are more spread out\n\nsince math had a smaller mad than science the points are closer together\n\nso the answers are c and d\n","-3.7695473571813913","0.37610054245345365","-0.139","0.5990000000000001"
"\nrole that science and technology can play in disaster forecasting and climate management\n","-5.273624753957665","0.008736844598912026","0.0","0.0"
"\nscience definitely plays a part in natural disasters just with climate change alone science has predicted an increase in natural disasters like hurricanes forest fires and grass fires flooding and drought as a consequence of climate change\xc2\xa0\n","-4.961845129926823","0.03463775883809873","0.06666666666666667","0.43333333333333335"
"\n5) 180ml\n6) 250ml (because of significant figures)\n8) 16atm (since pressure at atp is 1 so (25x1)/15=16\n\nthese are the answers\n\nhappy to help :)\n","-1.761603384603516","0.5217069944568706","0.59375","0.96875"
"one reason environmental policy tends to be so controversial is that\xc2\xa0environmental policy creates winners and losers who share equally in costs and benefits","-4.611859174138888","0.02581009015528104","0.11666666666666668","0.4666666666666666"
"\na since he is mad at his parents so he hides to avoid his mom (a parent) but runs into the other parent (dad)\n","-2.1809207106296897","0.2178565370610877","-0.375","0.6875"
"\nthe discovery of cells as the basic unit of life\n","-3.1197849222239697","0.03741664591660007","0.0","0.125"
"\nin 1665 robert hooke  while observing thin slices of cork under a microscope observed that the cork slice was made up of small compartments he called these compartments cell\nrobert hooke invited the cells that form the basic structural and functional units of an organism\nhope this helps\n","-4.883373514485329","0.04177509533664311","-0.21666666666666667","0.4583333333333333"
"a) movement of heat through space\xc2\xa0","-2.034468176037105","0.05904579499371825","0.0","0.0"
"\na is correct\nplease mark as brainliest thanks\n","-4.509860006183766","0.010369314383616761","0.2","0.2"
"\nthe answer is\xc2\xa0b)\tthey formed a coalition against iraq in the gulf war (1991)\xc2\xa0","-1.75405088778087","0.28350666457502943","0.0","0.0"
"\nthe most accurate answer is choice b\n\n*******they formed a coalition against iraq in the gulf war 1991**********\n\n\n","-2.927224368128921","0.08031553048722151","0.45000000000000007","0.5666666666666667"
"\nthe first sentence is when the rich man yelled what and waved his walking stick in the air and the other is when color rose to the mans face\n""","-2.4832609458783104","0.17831461921660588","0.275","0.6020833333333333"
"\na diagram of a bees anatomy found in a textbook\n\nsecondary sources are sources that are after the fact the first three choices are live action or current sources about the event that is happening (primary sources)\xc2\xa0\nhope this helped :)\n""","-2.3009198136749847","0.3707704456455832","0.1551948051948052","0.44761904761904764"
"\nheterotrophic defines characteristics of animals but not plants\n","-5.809142990314028","0.003461389695571998","0.0","0.0"
"\nthe stock market crashed in america on october of 1929","-3.2260443143468134","0.04000507417137075","0.0","0.0"
"\nb is correct answer\n\nthe stock market it crashed it happened in america in october of 1929\n\n\nhope it helped you\n\n-charlie\n","-4.161553311915551","0.033676462201009436","0.0","0.0"
"\nit has to be d -\xc2\xa0it shows a love story whereas the other poem only discusses work\xc2\xa0\n\nhope this helps\xe2\x99\xa5\xe2\x99\xa5\xe2\x99\xa5\xe2\x99\xa5","-4.656463480375642","0.018774395473885666","0.125","0.6583333333333333"
"d it shows a love story whereas the other poem only discusses work","-4.1808365935755445","0.02023983939820511","0.125","0.6583333333333333"
"\nit could be an issue with your email have you tried changing your passeord\n","-4.3428059215206005","0.016958174772074838","0.0","0.0"
"\nanswer///////////mongolia;///////////////////\n","-3.552020271396739","0.013554123813528279","0.0","0.0"
"\nthe answer should be b \nhopefully that makes sense \n:))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))\n","-0.7756718389660492","3.6145026826015263","0.5","1.0"
"\ni believe tha answer is:\xc2\xa0merit/patronage\n\nin merit based civil service the public servant is being chosen based on their skills/capabilities in the related field\npatronage based\xc2\xa0civil service on the other hand would chooese the public servants based on inside connection that they have with existing government officials","-3.435788826431774","0.1417977509862924","-0.03125","0.22708333333333333"
"\nglobalization & immigration good luck\n","-4.9062752787720125","0.007580253642190907","0.875","0.6000000000000001"
"\nglobalization & immigration\n","-5.521460917862246","0.002665742146594373","0.0","0.0"
"\n9 miles per minute divide 45 by 5\n","-5.140093361333142","0.008878180094813708","0.0","0.0"
"\nyou pronounce itlike a regular f\n\n","-5.744604469176457","0.0036432254245781655","0.0","0.07692307692307693"
"\nthe fallopian tube is the structure of the body where muscular tubes are ciliated lining which constantly moving it leads from the ovaries of a female mammal up to the uterus via the uterotubal\xc2\xa0junction\nthe work of fallopian tube is to enable the passage of egg cells to the uterus from ovaries fallopian tube has a cross-section which shows the four distinct layers which are lamina provia\xc2\xa0innermost muscle subserosa and serosa\xc2\xa0\n","-4.507531716424175","0.07143488956377037","0.09999999999999999","0.26666666666666666"
"\n25\xc2\xa0 is the correct answer\n\n","-3.6369197151832253","0.01273709568553439","0.0","0.0"
"\nthe test has 25 questions because 56% of 25 = 14\n","-2.6931615886084592","0.08529677324917398","0.0","0.0"
"\xc2\xa0the correct answer is a outlining the parts of government\xc2\xa0every texas constitution has made reference to the role of the various parts of government including the state and federal government as well as the various arms of government such as the executive\xc2\xa0","-3.7081952434132277","0.08918817341830258","0.0","0.5"
"\nthe correct answer is c\xc2\xa0cheers and applause follow all the band\xe2\x80\x99s performances\n\nthis is because ""cheers and applause"" can is treated in the same manner as the pronoun ""they"" and an agreement for they would be ""follow"" other sentences are incorrect","-2.326621670822287","0.29735969447429794","-0.0625","0.25"
"\nsclerosis of the liver\n","-6.502290170873972","0.0007646922635045209","0.0","0.0"
"\ni don\xe2\x80\x99t know anything else but i think it\xe2\x80\x99s b\n","-3.61655879253431","0.036622645944839535","0.0","0.0"
"\ni believe it was communism corporation control and federal spending","-3.912023005428146","0.023882276624864793","0.0","0.0"
"\nthe sentence that is objective is ""modern medicine has changed dramatically since the 1500\s""\nthis is objective because it doesn\t give any other person\s feelings or opinions in this sentence\nhope this helps\n","-3.1033174842339286","0.12175190699311625","0.010937500000000003","0.21875"
"\nthe spuntkin is the name of the american reaction to the success to the spunkin program\xc2\xa0\n","-3.3277146049023516","0.041102230479590475","0.15","0.0"
"\none way to do this is to get yourself a free pubnub account and let both devices connect to the same topic that way youll be able to exchange text in real-time this works in javascript so i think it covers your requirements\n\nfeel free to pm me if you need help\n""","-3.030619532554432","0.17905654388557163","0.325","0.5875"
"\nhey there\xc2\xa0\n\nthe answer for the first blank is heroic\xc2\xa0& for the second blank is satirical\ngod bless and have a wonderful rest of your day\n","-3.5909752391325647","0.05540747374458038","0.25","0.26666666666666666"
"\ngeorge washington was the first president of the united states of america\xc2\xa0\n","-3.955825628086539","0.02387604010569719","0.25","0.3333333333333333"
"\nvery simple george washington\n\n","-5.809142990314028","0.0027725578324915958","0.0","0.4642857142857143"
"\nfor the answer to the question above this kind of ability of animals that posses is more likely living in the\xc2\xa0 ""desert""\n\nthis kind of animals adapted to this kind of less water environment like the desert in which rain is less than 2 inches a year\n\n","-3.210872225007679","0.1601923145029297","0.24583333333333338","0.5541666666666666"
"\nthe category of literature that short stories begin in is fiction\xc2\xa0\n","-3.3402366818724682","0.03444251979137582","0.0","0.3"
"\nanswer/////////////task- motivated;/////////////////////\n","-3.805413270369888","0.014270756718190416","0.0","0.0"
"\ntask motivated and add me on snap at morgan02098\n","-6.032286541628237","0.002844810474577994","0.0","0.0"
"\nthis event is known as a mass extinction\n\nthere has only been a small number of mass extinction events during the earths history but is accountable for the death of the dinosaurs as well as a vast array of organisms that once inhabited the lands and sea\n\ni hope this helps im happy to help with any other questions you might have :)\n""","-2.7094797939118047","0.30377245709050377","0.15416666666666667","0.7958333333333334"
"\njohn steinbeck indeed wrote ""the grapes of wrath""\n","-2.648210200746193","0.08157545207276212","0.0","0.0"
"\nb because he fell in love with his own reflection\nhope this helps\n","-4.173387769562553","0.014542163375565666","0.71875","0.8"
"\nthe correct answer is b because he fell in love with his reflection\n","-2.1603417597675016","0.10759381567723168","0.5","0.6"
"\nno it uses flash menory\n","-5.521460917862246","0.0035787948456849237","0.0","0.0"
"\nthe\xc2\xa0united states presidential election of 1912\xc2\xa0was the 32nd quadrennial\xc2\xa0presidential election held on tuesday november 5 1912\xc2\xa0democratic\xc2\xa0governor\xc2\xa0woodrow wilson\xc2\xa0of\xc2\xa0new jersey\xc2\xa0unseated incumbent\xc2\xa0republicanpresident\xc2\xa0william howard taft\xc2\xa0and defeated former president\xc2\xa0theodore roosevelt who ran as the\xc2\xa0progressive party\xc2\xa0(""bull moose"") nominee roosevelt remains the only\xc2\xa0third party\xc2\xa0presidential candidate in us history to finish better than third in the popular or\xc2\xa0electoral vote\n","-3.3639015969184585","0.20047330506304298","0.20606060606060606","0.3090909090909091"
"\ndream) because in this chapter nick narrates gatsbys true origin as a poor boy named james gatz\n""","-2.282782465697866","0.19333839567514696","-0.025000000000000022","0.625"
